Raw;Time;Signal;Price;Max Price;Min Price;Profit (1);Profit (1%)
Shares Jess Bot, [23.08.2022 20:02] Buy signal for NVDA:NASDAQ 2022-08-23 12:00:00 172.0495 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 20:02;vwap(15min);172.0495
Shares Jess Bot, [23.08.2022 20:09] Buy signal for NVDA:NASDAQ 2022-08-23 12:05:00 172.3 "engulfing(5min) : 24 | 1.50% / 0.17%;23.08.2022 20:09;engulfing(5min);172.3
Shares Jess Bot, [23.08.2022 20:09] Buy signal for NVDA:NASDAQ 2022-08-23 12:00:00 172.3 "mama(15min) : 7 | 1.93% / 0.37%;23.08.2022 20:09;mama(15min);172.3
Shares Jess Bot, [23.08.2022 20:11] Buy signal for NVDA:NASDAQ 2022-08-23 12:00:00 172.26 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 20:11;vwap(15min);172.26
Shares Jess Bot, [23.08.2022 20:14] Buy signal for NVDA:NASDAQ 2022-08-23 12:00:00 172.4153 "mama(15min) : 7 | 1.93% / 0.37%;23.08.2022 20:14;mama(15min);172.4153
Shares Jess Bot, [23.08.2022 20:14] Buy signal for NVDA:NASDAQ 2022-08-23 12:00:00 172.3 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 20:14;vwap(15min);172.3
Shares Jess Bot, [23.08.2022 20:31] Buy signal for NVDA:NASDAQ 2022-08-23 12:30:00 171.8627 "engulfing(5min) : 24 | 1.50% / 0.17%;23.08.2022 20:31;engulfing(5min);171.8627
Shares Jess Bot, [23.08.2022 20:33] Buy signal for NVDA:NASDAQ 2022-08-23 12:30:00 172.145 "big-c(5min) : 34 | 1.33% / 0.10%;23.08.2022 20:33;big-c(5min);172.145
Shares Jess Bot, [23.08.2022 20:36] Buy signal for NVDA:NASDAQ 2022-08-23 12:30:00 172.4703 "engulfing(30min) : 6 | 2.49% / 0.01%;23.08.2022 20:36;engulfing(30min);172.4703
Shares Jess Bot, [23.08.2022 20:37] Buy signal for NVDA:NASDAQ 2022-08-23 12:30:00 172.4767 "engulfing(15min) : 9 | 2.02% / 0.08%;23.08.2022 20:37;engulfing(15min);172.4767
Shares Jess Bot, [23.08.2022 20:39] Buy signal for NVDA:NASDAQ 2022-08-23 12:35:00 172.511 "big-c(5min) : 34 | 1.33% / 0.10%;23.08.2022 20:39;big-c(5min);172.511
Shares Jess Bot, [23.08.2022 20:46] Buy signal for NVDA:NASDAQ 2022-08-23 12:45:00 172.49 "mama(15min) : 7 | 1.93% / 0.37%;23.08.2022 20:46;mama(15min);172.49
Shares Jess Bot, [23.08.2022 20:47] Buy signal for NVDA:NASDAQ 2022-08-23 12:45:00 172.2892 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 20:47;vwap(15min);172.2892
Shares Jess Bot, [23.08.2022 20:51] Buy signal for NVDA:NASDAQ 2022-08-23 12:45:00 172.28 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 20:51;vwap(15min);172.28
Shares Jess Bot, [23.08.2022 20:52] Buy signal for NVDA:NASDAQ 2022-08-23 12:30:00 172.28 "engulfing(30min) : 6 | 2.49% / 0.01%;23.08.2022 20:52;engulfing(30min);172.28
Shares Jess Bot, [23.08.2022 20:53] Buy signal for NVDA:NASDAQ 2022-08-23 12:45:00 172.5798 "mama(15min) : 7 | 1.93% / 0.37%;23.08.2022 20:53;mama(15min);172.5798
Shares Jess Bot, [23.08.2022 20:56] Buy signal for NVDA:NASDAQ 2022-08-23 12:55:00 172.66 "mama(5min) : 15 | 1.70% / 0.25%;23.08.2022 20:56;mama(5min);172.66
Shares Jess Bot, [23.08.2022 21:12] Buy signal for NVDA:NASDAQ 2022-08-23 13:00:00 172.06 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 21:12;vwap(15min);172.06
Shares Jess Bot, [23.08.2022 21:16] Buy signal for NVDA:NASDAQ 2022-08-23 13:00:00 172.5698 "mama(15min) : 7 | 1.93% / 0.37%;23.08.2022 21:16;mama(15min);172.5698
Shares Jess Bot, [23.08.2022 21:18] Buy signal for NVDA:NASDAQ 2022-08-23 13:15:00 172.11 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 21:18;vwap(15min);172.11
Shares Jess Bot, [23.08.2022 21:27] Buy signal for NVDA:NASDAQ 2022-08-23 13:25:00 172.31 "big-c(5min) : 34 | 1.33% / 0.10%;23.08.2022 21:27;big-c(5min);172.31
Shares Jess Bot, [23.08.2022 21:28] Buy signal for NVDA:NASDAQ 2022-08-23 13:15:00 172.4299 "mama(15min) : 7 | 1.93% / 0.37%;23.08.2022 21:28;mama(15min);172.4299
Shares Jess Bot, [23.08.2022 21:32] Buy signal for NVDA:NASDAQ 2022-08-23 13:30:00 172.7901 "engulfing(30min) : 6 | 2.49% / 0.01%;23.08.2022 21:32;engulfing(30min);172.7901
Shares Jess Bot, [23.08.2022 21:36] Buy signal for NVDA:NASDAQ 2022-08-23 13:35:00 172.5 "mama(5min) : 15 | 1.70% / 0.25%;23.08.2022 21:36;mama(5min);172.5
Shares Jess Bot, [23.08.2022 21:40] Buy signal for NVDA:NASDAQ 2022-08-23 13:30:00 172.2908 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 21:40;vwap(15min);172.2908
Shares Jess Bot, [23.08.2022 21:44] Buy signal for NVDA:NASDAQ 2022-08-23 13:30:00 172.2976 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 21:44;vwap(15min);172.2976
Shares Jess Bot, [23.08.2022 21:48] Buy signal for NVDA:NASDAQ 2022-08-23 13:45:00 172.075 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 21:48;vwap(15min);172.075
Shares Jess Bot, [23.08.2022 21:57] Buy signal for NVDA:NASDAQ 2022-08-23 13:55:00 172.1874 "engulfing(5min) : 24 | 1.50% / 0.17%;23.08.2022 21:57;engulfing(5min);172.1874
Shares Jess Bot, [23.08.2022 21:59] Buy signal for NVDA:NASDAQ 2022-08-23 13:55:00 172.23 "engulfing(5min) : 24 | 1.50% / 0.17%;23.08.2022 21:59;engulfing(5min);172.23
Shares Jess Bot, [23.08.2022 22:06] Buy signal for NVDA:NASDAQ 2022-08-23 14:00:00 172.3974 "engulfing(15min) : 9 | 2.02% / 0.08%;23.08.2022 22:06;engulfing(15min);172.3974
Shares Jess Bot, [23.08.2022 22:06] Buy signal for NVDA:NASDAQ 2022-08-23 14:05:00 172.3974 "mama(5min) : 15 | 1.70% / 0.25%;23.08.2022 22:06;mama(5min);172.3974
Shares Jess Bot, [23.08.2022 22:07] Buy signal for NVDA:NASDAQ 2022-08-23 14:00:00 172.497 "mama(15min) : 7 | 1.93% / 0.37%;23.08.2022 22:07;mama(15min);172.497
Shares Jess Bot, [23.08.2022 22:11] Buy signal for NVDA:NASDAQ 2022-08-23 14:00:00 172.25 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 22:11;vwap(15min);172.25
Shares Jess Bot, [23.08.2022 22:12] Buy signal for NVDA:NASDAQ 2022-08-23 14:00:00 172.41 "engulfing(15min) : 9 | 2.02% / 0.08%;23.08.2022 22:12;engulfing(15min);172.41
Shares Jess Bot, [23.08.2022 22:12] Buy signal for NVDA:NASDAQ 2022-08-23 14:00:00 172.41 "mama(15min) : 7 | 1.93% / 0.37%;23.08.2022 22:12;mama(15min);172.41
Shares Jess Bot, [23.08.2022 22:13] Buy signal for NVDA:NASDAQ 2022-08-23 14:00:00 172.221 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 22:13;vwap(15min);172.221
Shares Jess Bot, [23.08.2022 22:15] Buy signal for NVDA:NASDAQ 2022-08-23 14:00:00 172.39 "engulfing(15min) : 9 | 2.02% / 0.08%;23.08.2022 22:15;engulfing(15min);172.39
Shares Jess Bot, [23.08.2022 22:15] Buy signal for NVDA:NASDAQ 2022-08-23 14:00:00 172.39 "mama(15min) : 7 | 1.93% / 0.37%;23.08.2022 22:15;mama(15min);172.39
Shares Jess Bot, [23.08.2022 22:17] Buy signal for NVDA:NASDAQ 2022-08-23 14:15:00 172.7 "mama(5min) : 15 | 1.70% / 0.25%;23.08.2022 22:17;mama(5min);172.7
Shares Jess Bot, [23.08.2022 22:22] Buy signal for NVDA:NASDAQ 2022-08-23 14:00:00 172.8185 "engulfing(30min) : 6 | 2.49% / 0.01%;23.08.2022 22:22;engulfing(30min);172.8185
Shares Jess Bot, [23.08.2022 22:24] Buy signal for NVDA:NASDAQ 2022-08-23 14:20:00 173.059 "big-c(5min) : 34 | 1.33% / 0.10%;23.08.2022 22:24;big-c(5min);173.059
Shares Jess Bot, [23.08.2022 22:44] Buy signal for NVDA:NASDAQ 2022-08-23 14:40:00 172.8501 "big-c(5min) : 34 | 1.33% / 0.10%;23.08.2022 22:44;big-c(5min);172.8501
Shares Jess Bot, [23.08.2022 22:49] Buy signal for NVDA:NASDAQ 2022-08-23 14:45:00 172.32 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 22:49;vwap(15min);172.32
Shares Jess Bot, [23.08.2022 22:56] Buy signal for NVDA:NASDAQ 2022-08-23 14:45:00 172.3 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 22:56;vwap(15min);172.3
Shares Jess Bot, [23.08.2022 23:00] Buy signal for NVDA:NASDAQ 2022-08-23 14:55:00 172.4499 "engulfing(5min) : 24 | 1.50% / 0.17%;23.08.2022 23:00;engulfing(5min);172.4499
Shares Jess Bot, [23.08.2022 23:02] Buy signal for NVDA:NASDAQ 2022-08-23 15:00:00 172.35 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 23:02;vwap(15min);172.35
Shares Jess Bot, [23.08.2022 23:19] Buy signal for NVDA:NASDAQ 2022-08-23 15:15:00 172.778 "engulfing(5min) : 24 | 1.50% / 0.17%;23.08.2022 23:19;engulfing(5min);172.778
Shares Jess Bot, [23.08.2022 23:19] Buy signal for NVDA:NASDAQ 2022-08-23 15:15:00 172.778 "big-c(5min) : 34 | 1.33% / 0.10%;23.08.2022 23:19;big-c(5min);172.778
Shares Jess Bot, [23.08.2022 23:25] Buy signal for NVDA:NASDAQ 2022-08-23 15:15:00 172.3601 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 23:25;vwap(15min);172.3601
Shares Jess Bot, [23.08.2022 23:30] Buy signal for NVDA:NASDAQ 2022-08-23 15:15:00 172.35 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 23:30;vwap(15min);172.35
Shares Jess Bot, [23.08.2022 23:32] Buy signal for NVDA:NASDAQ 2022-08-23 15:30:00 172.3158 "vwap(15min) : 68 | 1.55% / 0.24%;23.08.2022 23:32;vwap(15min);172.3158
Shares Jess Bot, [23.08.2022 23:37] Buy signal for NVDA:NASDAQ 2022-08-23 15:30:00 172.1 "bband(15min) : 7 | 1.71% / 0.31%;23.08.2022 23:37;bband(15min);172.1
Shares Jess Bot, [23.08.2022 23:44] Buy signal for NVDA:NASDAQ 2022-08-23 15:40:00 172.29 "engulfing(5min) : 24 | 1.50% / 0.17%;23.08.2022 23:44;engulfing(5min);172.29
Shares Jess Bot, [23.08.2022 23:44] Buy signal for NVDA:NASDAQ 2022-08-23 15:40:00 172.29 "big-c(5min) : 34 | 1.33% / 0.10%;23.08.2022 23:44;big-c(5min);172.29
Shares Jess Bot, [23.08.2022 23:46] Buy signal for NVDA:NASDAQ 2022-08-23 15:30:00 171.94 "bband(15min) : 7 | 1.71% / 0.31%;23.08.2022 23:46;bband(15min);171.94
Shares Jess Bot, [24.08.2022 06:20] Buy signal for NVDA:NASDAQ 2022-08-23 15:45:00 171.82 "vwap(15min) : 70 | 1.51% / 0.24%;24.08.2022 06:20;vwap(15min);171.82
Shares Jess Bot, [24.08.2022 06:22] Buy signal for NVDA:NASDAQ 2022-08-23 15:45:00 171.82 "bband(15min) : 8 | 1.54% / 0.27%;24.08.2022 06:22;bband(15min);171.82
Shares Jess Bot, [24.08.2022 17:31] Buy signal for NVDA:NASDAQ 2022-08-24 09:30:00 170.485 "big-c(5min) : 39 | 1.20% / 0.09%;24.08.2022 17:31;big-c(5min);170.485
Shares Jess Bot, [24.08.2022 17:33] Buy signal for NVDA:NASDAQ 2022-08-24 09:30:00 170.535 "vwap(15min) : 70 | 1.51% / 0.24%;24.08.2022 17:33;vwap(15min);170.535
Shares Jess Bot, [24.08.2022 17:36] Buy signal for NVDA:NASDAQ 2022-08-24 09:35:00 170.86 "big-c(5min) : 39 | 1.20% / 0.09%;24.08.2022 17:36;big-c(5min);170.86
Shares Jess Bot, [24.08.2022 17:40] Buy signal for NVDA:NASDAQ 2022-08-24 09:30:00 170.61 "vwap(15min) : 70 | 1.51% / 0.24%;24.08.2022 17:40;vwap(15min);170.61
Shares Jess Bot, [24.08.2022 17:45] Buy signal for NVDA:NASDAQ 2022-08-24 09:30:00 170.33 "vwap(15min) : 70 | 1.51% / 0.24%;24.08.2022 17:45;vwap(15min);170.33
Shares Jess Bot, [24.08.2022 17:52] Buy signal for NVDA:NASDAQ 2022-08-24 09:50:00 169.805 "big-c(5min) : 39 | 1.20% / 0.09%;24.08.2022 17:52;big-c(5min);169.805
Shares Jess Bot, [24.08.2022 18:04] Buy signal for NVDA:NASDAQ 2022-08-24 10:00:00 170.19 "vwap(15min) : 70 | 1.51% / 0.24%;24.08.2022 18:04;vwap(15min);170.19
Shares Jess Bot, [24.08.2022 18:12] Buy signal for NVDA:NASDAQ 2022-08-24 10:10:00 170.3 "big-c(5min) : 39 | 1.20% / 0.09%;24.08.2022 18:12;big-c(5min);170.3
Shares Jess Bot, [24.08.2022 18:13] Buy signal for NVDA:NASDAQ 2022-08-24 10:00:00 170.215 "vwap(15min) : 70 | 1.51% / 0.24%;24.08.2022 18:13;vwap(15min);170.215
Shares Jess Bot, [24.08.2022 18:21] Buy signal for NVDA:NASDAQ 2022-08-24 10:15:00 170.8679 "bband(15min) : 8 | 1.54% / 0.27%;24.08.2022 18:21;bband(15min);170.8679
Shares Jess Bot, [24.08.2022 18:27] Buy signal for NVDA:NASDAQ 2022-08-24 10:25:00 171.32 "mama(5min) : 16 | 1.59% / 0.23%;24.08.2022 18:27;mama(5min);171.32
Shares Jess Bot, [24.08.2022 18:43] Buy signal for NVDA:NASDAQ 2022-08-24 10:30:00 170.89 "bband(15min) : 8 | 1.54% / 0.27%;24.08.2022 18:43;bband(15min);170.89
